"","dat_work","Freq","IDBANK","def","LAST_UPDATE","source","unite","unite_mult","max_period"
"5727",2017-02-27,"M","001658110","Indice de chiffre d'affaires en valeur - Activités des agences de presse (NAF rév. 2, niv. classe poste 63.91) - Série brute - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5728",2017-02-27,"M","001658111","Indice de chiffre d'affaires en valeur - Activités des agences de presse (NAF rév. 2, niv. sous-classe poste 63.91Z) - Série brute - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5729",2017-02-27,"M","001658112","Indice de chiffre d'affaires en valeur - Autres services d'information n.c.a. (NAF rév. 2, niv. classe poste 63.99) - Série brute - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5730",2017-02-27,"M","001658113","Indice de chiffre d'affaires en valeur - Autres services d'information n.c.a. (NAF rév. 2, niv. sous-classe poste 63.99Z) - Série brute - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5731",2017-02-27,"M","001658683","Indice de chiffre d'affaires en valeur - Information et communication (NAF rév. 2, niv. section poste J) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5732",2017-02-27,"M","001658684","Indice de chiffre d'affaires en valeur - Édition (NAF rév. 2, niv. division poste 58) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5733",2017-02-27,"M","001658685","Indice de chiffre d'affaires en valeur - Édition de livres et périodiques et autres activités d'édition (NAF rév. 2, niv. groupe poste 58.1) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5734",2017-02-27,"M","001658686","Indice de chiffre d'affaires en valeur - Édition de livres (NAF rév. 2, niv. classe poste 58.11) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5735",2017-02-27,"M","001658687","Indice de chiffre d'affaires en valeur - Édition de livres (NAF rév. 2, niv. sous-classe poste 58.11Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5736",2017-02-27,"M","001658690","Indice de chiffre d'affaires en valeur - Édition de journaux (NAF rév. 2, niv. classe poste 58.13) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5737",2017-02-27,"M","001658691","Indice de chiffre d'affaires en valeur - Édition de journaux (NAF rév. 2, niv. sous-classe poste 58.13Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5738",2017-02-27,"M","001658692","Indice de chiffre d'affaires en valeur - Édition de revues et périodiques (NAF rév. 2, niv. classe poste 58.14) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5739",2017-02-27,"M","001658693","Indice de chiffre d'affaires en valeur - Édition de revues et périodiques (NAF rév. 2, niv. sous-classe poste 58.14Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5740",2017-02-27,"M","001658696","Indice de chiffre d'affaires en valeur - Édition de logiciels (NAF rév. 2, niv. groupe poste 58.2) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5741",2017-02-27,"M","001658697","Indice de chiffre d'affaires en valeur - Édition de jeux électroniques (NAF rév. 2, niv. classe poste 58.21) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5742",2017-02-27,"M","001658698","Indice de chiffre d'affaires en valeur - Édition de jeux électroniques (NAF rév. 2, niv. sous-classe poste 58.21Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5743",2017-02-27,"M","001658699","Indice de chiffre d'affaires en valeur - Édition d'autres logiciels (NAF rév. 2, niv. classe poste 58.29) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5744",2017-02-27,"M","001658700","Indice de chiffre d'affaires en valeur - Édition de logiciels système et de réseau (NAF rév. 2, niv. sous-classe poste 58.29A) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5745",2017-02-27,"M","001658701","Indice de chiffre d'affaires en valeur - Édition de logiciels outils de développement et de langages (NAF rév. 2, niv. sous-classe poste 58.29B) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5746",2017-02-27,"M","001658702","Indice de chiffre d'affaires en valeur - Édition de logiciels applicatifs (NAF rév. 2, niv. sous-classe poste 58.29C) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5747",2017-02-27,"M","001658768","Indice de chiffre d'affaires en valeur - Produits de films cinéma, de vidéo et de programmes TV, enregistrement sonore et édition musicale (NAF rév. 2, niv. division poste 59) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5748",2017-02-27,"M","001658769","Indice de chiffre d'affaires en valeur - Activités cinématographiques, vidéo et de télévision (NAF rév. 2, niv. groupe poste 59.1) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5749",2017-02-27,"M","001658770","Indice de chiffre d'affaires en valeur - Production de films cinématographiques, de vidéo et de programmes de télévision (NAF rév. 2, niv. classe poste 59.11) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5750",2017-02-27,"M","001658815","Indice de chiffre d'affaires en valeur - Production de films et de programmes pour la télévision (NAF rév. 2, niv. sous-classe poste 59.11A) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5751",2017-02-27,"M","001658816","Indice de chiffre d'affaires en valeur - Production de films institutionnels et publicitaires (NAF rév. 2, niv. sous-classe poste 59.11B) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5752",2017-02-27,"M","001658817","Indice de chiffre d'affaires en valeur - Production de films pour le cinéma (NAF rév. 2, niv. sous-classe poste 59.11C) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5753",2017-02-27,"M","001658818","Indice de chiffre d'affaires en valeur - Post production de films cinématographiques, de vidéo et de programmes de télévision (NAF rév. 2, niv. classe poste 59.12) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5754",2017-02-27,"M","001658819","Indice de chiffre d'affaires en valeur - Post production de films cinématographiques, de vidéo et de programmes de télévision (NAF rév. 2, niv. sous-classe poste 59.12Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5755",2017-02-27,"M","001658820","Indice de chiffre d'affaires en valeur - Distribution de films cinématographiques, de vidéo et de programmes de télévision (NAF rév. 2, niv. classe poste 59.13) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5756",2017-02-27,"M","001658821","Indice de chiffre d'affaires en valeur - Distribution de films cinématographiques (NAF rév. 2, niv. sous-classe poste 59.13A) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5757",2017-02-27,"M","001658822","Indice de chiffre d'affaires en valeur - Édition et distribution vidéo (NAF rév. 2, niv. sous-classe poste 59.13B) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5758",2017-02-27,"M","001658823","Indice de chiffre d'affaires en valeur - Projection de films cinématographiques (NAF rév. 2, niv. classe poste 59.14) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5759",2017-02-27,"M","001658824","Indice de chiffre d'affaires en valeur - Projection de films cinématographiques (NAF rév. 2, niv. sous-classe poste 59.14Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5760",2017-02-27,"M","001658825","Indice de chiffre d'affaires en valeur - Enregistrement sonore et édition musicale (NAF rév. 2, niv. groupe poste 59.2) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5761",2017-02-27,"M","001658826","Indice de chiffre d'affaires en valeur - Enregistrement sonore et édition musicale (NAF rév. 2, niv. classe poste 59.20) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5762",2017-02-27,"M","001658827","Indice de chiffre d'affaires en valeur - Enregistrement sonore et édition musicale (NAF rév. 2, niv. sous-classe poste 59.20Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5763",2017-02-27,"M","001658828","Indice de chiffre d'affaires en valeur - Programmation et diffusion (NAF rév. 2, niv. division poste 60) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5764",2017-02-27,"M","001658829","Indice de chiffre d'affaires en valeur - Édition et diffusion de programmes radio (NAF rév. 2, niv. groupe poste 60.1) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5765",2017-02-27,"M","001658830","Indice de chiffre d'affaires en valeur - Édition et diffusion de programmes radio (NAF rév. 2, niv. classe poste 60.10) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5766",2017-02-27,"M","001658831","Indice de chiffre d'affaires en valeur - Édition et diffusion de programmes radio (NAF rév. 2, niv. sous-classe poste 60.10Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5767",2017-02-27,"M","001658896","Indice de chiffre d'affaires en valeur - Programmation de télévision et télédiffusion (NAF rév. 2, niv. groupe poste 60.2) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5768",2017-02-27,"M","001658897","Indice de chiffre d'affaires en valeur - Programmation de télévision et télédiffusion (NAF rév. 2, niv. classe poste 60.20) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5769",2017-02-27,"M","001658898","Indice de chiffre d'affaires en valeur - Édition de chaînes généralistes (NAF rév. 2, niv. sous-classe poste 60.20A) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5770",2017-02-27,"M","001658899","Indice de chiffre d'affaires en valeur - Édition de chaînes thématiques (NAF rév. 2, niv. sous-classe poste 60.20B) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5771",2017-02-27,"M","001658900","Indice de chiffre d'affaires en valeur - Télécommunications (NAF rév. 2, niv. division poste 61) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5772",2017-02-27,"M","001658901","Indice de chiffre d'affaires en valeur - Télécommunications filaires (NAF rév. 2, niv. classe poste 61.10) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5773",2017-02-27,"M","001658902","Indice de chiffre d'affaires en valeur - Télécommunications filaires (NAF rév. 2, niv. groupe poste 61.1) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5774",2017-02-27,"M","001658945","Indice de chiffre d'affaires en valeur - Télécommunications filaires (NAF rév. 2, niv. sous-classe poste 61.10Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5775",2017-02-27,"M","001658946","Indice de chiffre d'affaires en valeur - Télécommunications sans fil (NAF rév. 2, niv. groupe poste 61.2) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5776",2017-02-27,"M","001658947","Indice de chiffre d'affaires en valeur - Télécommunications sans fil (NAF rév. 2, niv. classe poste 61.20) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5777",2017-02-27,"M","001658948","Indice de chiffre d'affaires en valeur - Télécommunications sans fil (NAF rév. 2, niv. sous-classe poste 61.20Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5778",2017-02-27,"M","001658949","Indice de chiffre d'affaires en valeur - Télécommunications par satellite (NAF rév. 2, niv. groupe poste 61.3) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5779",2017-02-27,"M","001658950","Indice de chiffre d'affaires en valeur - Télécommunications par satellite (NAF rév. 2, niv. classe poste 61.30) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5780",2017-02-27,"M","001658951","Indice de chiffre d'affaires en valeur - Télécommunications par satellite (NAF rév. 2, niv. sous-classe poste 61.30Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5781",2017-02-27,"M","001658952","Indice de chiffre d'affaires en valeur - Autres activités de télécommunication (NAF rév. 2, niv. groupe poste 61.9) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5782",2017-02-27,"M","001658953","Indice de chiffre d'affaires en valeur - Autres activités de télécommunication (NAF rév. 2, niv. classe poste 61.90) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5783",2017-02-27,"M","001658954","Indice de chiffre d'affaires en valeur - Autres activités de télécommunication (NAF rév. 2, niv. sous-classe poste 61.90Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5784",2017-02-27,"M","001658955","Indice de chiffre d'affaires en valeur - Programmation, conseil et autres activités informatiques (NAF rév. 2, niv. division poste 62) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5785",2017-02-27,"M","001658956","Indice de chiffre d'affaires en valeur - Programmation, conseil et autres activités informatiques (NAF rév. 2, niv. groupe poste 62.0) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5786",2017-02-27,"M","001658957","Indice de chiffre d'affaires en valeur - Programmation informatique (NAF rév. 2, niv. classe poste 62.01) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5787",2017-02-27,"M","001658958","Indice de chiffre d'affaires en valeur - Programmation informatique (NAF rév. 2, niv. sous-classe poste 62.01Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5788",2017-02-27,"M","001659022","Indice de chiffre d'affaires en valeur - Conseil informatique (NAF rév. 2, niv. classe poste 62.02) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5789",2017-02-27,"M","001659023","Indice de chiffre d'affaires en valeur - Conseil en systèmes et logiciels informatiques (NAF rév. 2, niv. sous-classe poste 62.02A) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5790",2017-02-27,"M","001659024","Indice de chiffre d'affaires en valeur - Tierce maintenance de systèmes et d'applications informatiques (NAF rév. 2, niv. sous-classe poste 62.02B) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5791",2017-02-27,"M","001659025","Indice de chiffre d'affaires en valeur - Gestion d'installations informatiques (NAF rév. 2, niv. classe poste 62.03) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5792",2017-02-27,"M","001659026","Indice de chiffre d'affaires en valeur - Gestion d'installations informatiques (NAF rév. 2, niv. sous-classe poste 62.03Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5793",2017-02-27,"M","001659027","Indice de chiffre d'affaires en valeur - Autres activités informatiques (NAF rév. 2, niv. classe poste 62.09) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5794",2017-02-27,"M","001659028","Indice de chiffre d'affaires en valeur - Autres activités informatiques (NAF rév. 2, niv. sous-classe poste 62.09Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5795",2017-02-27,"M","001659029","Indice de chiffre d'affaires en valeur - Services d'information (NAF rév. 2, niv. division poste 63) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5796",2017-02-27,"M","001659030","Indice de chiffre d'affaires en valeur - Traitement de données, hébergement et activités connexes, portails internet (NAF rév. 2, niv. groupe poste 63.1) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5797",2017-02-27,"M","001659074","Indice de chiffre d'affaires en valeur - Traitement de données, hébergement et activités connexes (NAF rév. 2, niv. classe poste 63.11) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5798",2017-02-27,"M","001659075","Indice de chiffre d'affaires en valeur - Traitement de données, hébergement et activités connexes (NAF rév. 2, niv. sous-classe poste 63.11Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5799",2017-02-27,"M","001659076","Indice de chiffre d'affaires en valeur - Portails internet (NAF rév. 2, niv. classe poste 63.12) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5800",2017-02-27,"M","001659077","Indice de chiffre d'affaires en valeur - Portails internet (NAF rév. 2, niv. sous-classe poste 63.12Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5801",2017-02-27,"M","001659078","Indice de chiffre d'affaires en valeur - Autres services d'information (NAF rév. 2, niv. groupe poste 63.9) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5802",2017-02-27,"M","001659079","Indice de chiffre d'affaires en valeur - Activités des agences de presse (NAF rév. 2, niv. classe poste 63.91) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5803",2017-02-27,"M","001659080","Indice de chiffre d'affaires en valeur - Activités des agences de presse (NAF rév. 2, niv. sous-classe poste 63.91Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5804",2017-02-27,"M","001659081","Indice de chiffre d'affaires en valeur - Autres services d'information n.c.a. (NAF rév. 2, niv. classe poste 63.99) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5805",2017-02-27,"M","001659082","Indice de chiffre d'affaires en valeur - Autres services d'information n.c.a. (NAF rév. 2, niv. sous-classe poste 63.99Z) - Série CVS-CJO - Base 100 en 2010 - Série arrêtée","2016-02-26","ICA-CS-2010-JZ/","SO","0","2015-12"
"5806",2017-02-27,"M","001776326","Indice de chiffre d'affaires en valeur - Édition (NAF rév. 2, niv. division poste 58) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5807",2017-02-27,"M","001776327","Indice de chiffre d'affaires en valeur - Édition de livres et périodiques et autres activités d'édition (NAF rév. 2, niv. groupe poste 58.1) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5808",2017-02-27,"M","001776328","Indice de chiffre d'affaires en valeur - Édition de livres (NAF rév. 2, niv. classe poste 58.11) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5809",2017-02-27,"M","001776329","Indice de chiffre d'affaires en valeur - Édition de livres (NAF rév. 2, niv. sous-classe poste 58.11Z) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5810",2017-02-27,"M","001776330","Indice de chiffre d'affaires en valeur - Édition de répertoires et de fichiers d'adresses (NAF rév. 2, niv. classe poste 58.12) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5811",2017-02-27,"M","001776331","Indice de chiffre d'affaires en valeur - Édition de répertoires et de fichiers d'adresses (NAF rév. 2, niv. sous-classe poste 58.12Z) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5812",2017-02-27,"M","001776332","Indice de chiffre d'affaires en valeur - Édition de journaux (NAF rév. 2, niv. classe poste 58.13) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5813",2017-02-27,"M","001776333","Indice de chiffre d'affaires en valeur - Édition de journaux (NAF rév. 2, niv. sous-classe poste 58.13Z) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5814",2017-02-27,"M","001776334","Indice de chiffre d'affaires en valeur - Édition de revues et périodiques (NAF rév. 2, niv. classe poste 58.14) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5815",2017-02-27,"M","001776335","Indice de chiffre d'affaires en valeur - Édition de revues et périodiques (NAF rév. 2, niv. sous-classe poste 58.14Z) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5816",2017-02-27,"M","001776336","Indice de chiffre d'affaires en valeur - Autres activités d'édition (NAF rév. 2, niv. classe poste 58.19) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5817",2017-02-27,"M","001776337","Indice de chiffre d'affaires en valeur - Autres activités d'édition (NAF rév. 2, niv. sous-classe poste 58.19Z) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5818",2017-02-27,"M","001776338","Indice de chiffre d'affaires en valeur - Édition de logiciels (NAF rév. 2, niv. groupe poste 58.2) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5819",2017-02-27,"M","001776339","Indice de chiffre d'affaires en valeur - Édition de jeux électroniques (NAF rév. 2, niv. classe poste 58.21) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5820",2017-02-27,"M","001776340","Indice de chiffre d'affaires en valeur - Édition de jeux électroniques (NAF rév. 2, niv. sous-classe poste 58.21Z) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5821",2017-02-27,"M","001776341","Indice de chiffre d'affaires en valeur - Édition d'autres logiciels (NAF rév. 2, niv. classe poste 58.29) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5822",2017-02-27,"M","001776342","Indice de chiffre d'affaires en valeur - Édition de logiciels système et de réseau (NAF rév. 2, niv. sous-classe poste 58.29A) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5823",2017-02-27,"M","001776343","Indice de chiffre d'affaires en valeur - Édition de logiciels outils de développement et de langages (NAF rév. 2, niv. sous-classe poste 58.29B) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5824",2017-02-27,"M","001776344","Indice de chiffre d'affaires en valeur - Édition de logiciels applicatifs (NAF rév. 2, niv. sous-classe poste 58.29C) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5825",2017-02-27,"M","001776345","Indice de chiffre d'affaires en valeur - Produits de films cinéma, de vidéo et de programmes TV, enregistrement sonore et édition musicale (NAF rév. 2, niv. division poste 59) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5826",2017-02-27,"M","001776346","Indice de chiffre d'affaires en valeur - Activités cinématographiques, vidéo et de télévision (NAF rév. 2, niv. groupe poste 59.1) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5827",2017-02-27,"M","001776347","Indice de chiffre d'affaires en valeur - Production de films cinématographiques, de vidéo et de programmes de télévision (NAF rév. 2, niv. classe poste 59.11) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5828",2017-02-27,"M","001776348","Indice de chiffre d'affaires en valeur - Production de films et de programmes pour la télévision (NAF rév. 2, niv. sous-classe poste 59.11A) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5829",2017-02-27,"M","001776349","Indice de chiffre d'affaires en valeur - Production de films institutionnels et publicitaires (NAF rév. 2, niv. sous-classe poste 59.11B) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
"5830",2017-02-27,"M","001776350","Indice de chiffre d'affaires en valeur - Production de films pour le cinéma (NAF rév. 2, niv. sous-classe poste 59.11C) - Série brute - Base 100 en 2010","2017-01-31","ICA-CS-2010-JZ-RENOV/","SO","0","2016-11"
